GAMEID,DATE,DH,EJECTEE,EJECTEENAME,TEAM,JOB,UMPIRE,UMPIRENAME,INNING,REASON
SDN197905130,05/13/1979, ,hebnr001,"Richie Hebner",NYN,P,harrl901,"Lanny Harris",10,"Balls and strikes"
SDN197905130,05/13/1979, ,torrj101,"Joe Torre",NYN,M,harrl901,"Lanny Harris",10,"Balls and strikes"
CIN197905140,05/14/1979, ,raded103,"Doug Rader",SDN,C,palld901,"Dave Pallone",2,"Balk call"
CLE197905140,05/14/1979, ,bailb001,"Bob Bailor",TOR,P,spenf901,"Fred Spenn",5,"Interference call"
SEA197905140,05/14/1979, ,johnd106,"Darrell Johnson",SEA,M,levej901,"Jay Levet",4,"Call at 1B"
BOS197905160,05/16/1979, ,burlr001,"Rick Burleson",BOS,P,pratl901,"Lester Pratt",7,"Called third strike (Bumped umpire)"
CHN197905160,05/16/1979, ,bowal001,"Larry Bowa",PHI,P,riccd901,"Dennis Riccio",1,"Called third strike"
SEA197905160,05/16/1979, ,patef101,"Freddie Patek",KCA,P,parkd901,"Dallas Parks",9,"Call at 2B"
CAL197905170,05/17/1979, ,bambg101,"George Bamberger",MIL,M,nelsd901,"Dick Nelson",6,"Doctored ball (Spit ball)"
CLE197905180,05/18/1979, ,whitl001,"Lou Whitaker",DET,P,cousd901,"Derryl Cousins",5,"Call at 3B"
OAK197905180,05/18/1979, ,klutm101,"Mickey Klutts",OAK,P,neudj901,"Jerry Neudecker",7,"Call at 1B"
OAK197905180,05/18/1979, ,piccr001,"Rob Picciolo",OAK,P,neudj901,"Jerry Neudecker",7,"Call at 1B"
OAK197905180,05/18/1979, ,marsj101,"Jim Marshall",OAK,M,neudj901,"Jerry Neudecker",7,"Call at 1B"
SEA197905180,05/18/1979, ,farme101,"Ed Farmer",TEX,P,esheg901,"George Eshelman",6,"Balls and strikes"
TOR197905180,05/18/1979, ,hower001,"Roy Howell",TOR,P,reilm901,"Mike Reilly",7,"Call at 1B"
TOR197905180,05/18/1979, ,hartr101,"Roy Hartsfield",TOR,M,reilm901,"Mike Reilly",7,"Call at 1B"
CIN197905190,05/19/1979, ,lasot101,"Tom Lasorda",LAN,M,treil901,"Les Treitel",3,"Balk call"
PHI197905200,05/20/1979, ,ozard801,"Danny Ozark",PHI,M,olsea901,"Andy Olsen",8,"Balls and strikes"
SEA197905200,05/20/1979, ,corrp102,"Pat Corrales",TEX,M,pered901,"Dave Perez",4,"Call at HP"
PHI197905210,05/21/1979, ,brocl102,"Lou Brock",SLN,P,olsea901,"Andy Olsen",8,"Balls and strikes (Threw equipment)"
KCA197905220,05/22/1979, ,splip001,"Paul Splittorff",KCA,P,merrd901,"Durwood Merrill",7,"Call at 1B (thought runner missed bag)"
LAN197905250,05/25/1979, ,auerr101,"Rick Auerbach",CIN,P,mcshj901,"John McSherry",8,"Fighting"
LAN197905250,05/25/1979, ,thomd001,"Derrel Thomas",LAN,P,mcshj901,"John McSherry",8,"Fighting"
MIL197905250,05/25/1979, ,bambg101,"George Bamberger",MIL,M,deegb901,"Bill Deegan",7,"Call at HP"
DET197905260,05/26/1979, ,wilcm001,"Milt Wilcox",DET,P,phild901,"Dave Phillips",5,"Balls and strikes"
KCA197905280,05/28/1979, ,freyj801,"Jim Frey",BAL,C,deegb901,"Bill Deegan",16,"Call at 1B"
KCA197905280,05/28/1979, ,harll101,"Larry Harlow",BAL,P,deegb901,"Bill Deegan",16,"Call at 1B (Bumped umpire)"
PHI197905280,05/28/1979, ,maddg001,"Garry Maddox",PHI,P,tatat901,"Terry Tata",5,"Call at 2B"
TOR197905290,05/29/1979, ,bailb001,"Bob Bailor",TOR,P,evanj901,"Jim Evans",5,"Call at 2B"
MIL197905300,05/30/1979, ,bambg101,"George Bamberger",MIL,M,clara901,"Al Clark",11,"Check swing"
LAN197905310,05/31/1979, ,altoj101,"Joe Altobelli",SFN,M,quicj901,"Jim Quick",6,"Fair/foul call"
LAN197905310,05/31/1979, ,davej101,"Jim Davenport",SFN,C,quicj901,"Jim Quick",6,"Fair/foul call"
LAN197905310,05/31/1979, ,sadem101,"Mike Sadek",SFN,P,quicj901,"Jim Quick",6,"Fair/foul call"
ATL197906020,06/02/1979, ,friap101,"Pepe Frias",ATL,P,crawj901,"Jerry Crawford",1,"Call at 2B"
MIL197906100,06/10/1979, ,thomg001,"Gorman Thomas",MIL,P,shulj901,"John Shulock",6,"Called third strike"
NYN197906150,06/15/1979, ,cox-b103,"Bobby Cox",ATL,M,rungp901,"Paul Runge",6,"Fighting"
NYN197906160,06/16/1979, ,cox-b103,"Bobby Cox",ATL,M,steld901,"Dick Stello",6,"Call at 1B"
NYN197906160,06/16/1979, ,roysj001,"Jerry Royster",ATL,P,steld901,"Dick Stello",6,"Call at 1B"
PHI197906160,06/16/1979, ,bencj101,"Johnny Bench",CIN,P,grege901,"Eric Gregg",9,"Balls and strikes"
CLE197906180,06/18/1979, ,murre001,"Eddie Murray",BAL,P,spenf901,"Fred Spenn",5,"Call at 1B"
CLE197906180,06/18/1979, ,weave801,"Earl Weaver",BAL,M,barnl901,"Larry Barnett",8,"Call at 2B (Shredded rulebook)"
CAL197906190,06/19/1979, ,corrp102,"Pat Corrales",TEX,M,cousd901,"Derryl Cousins",6,"Doctored ball (Spit ball)"
HOU197906200,06/20/1979, ,hends001,"Steve Henderson",NYN,P,harrl901,"Lanny Harris",9,"Call at 2B"
HOU197906200,06/20/1979, ,pignj101,"Joe Pignatano",NYN,C,harrl901,"Lanny Harris",9,"Call at 2B"
HOU197906200,06/20/1979, ,steaj001,"John Stearns",NYN,P,grege901,"Eric Gregg",9,"Called third strike"
MON197906220,06/22/1979, ,ozard801,"Danny Ozark",PHI,M,fiels901,"Steve Fields",8,"Interference non-call"
CAL197906230,06/23/1979, ,herzw101,"Whitey Herzog",KCA,M,cousd901,"Derryl Cousins",3,"Arguing pitcher was doctoring ball"
OAK197906230,06/23/1979, ,grubj001,"Johnny Grubb",TEX,P,kunkb101,"Bill Kunkel",7,"Balls and strikes"
PIT197906230,06/23/1979, ,robib101,"Bill Robinson",PIT,P,quicj901,"Jim Quick",1,"Arguing half swing strike 3"
BAL197906250,06/25/1979, ,weave801,"Earl Weaver",BAL,M,parkd901,"Dallas Parks",8,"Balls and strikes"
BAL197906260,06/26/1979, ,bondb101,"Bobby Bonds",CLE,P,merrd901,"Durwood Merrill",9,"Check swing (Threw helmets)"
NYN197906260,06/26/1979, ,torrj101,"Joe Torre",NYN,M,crawj901,"Jerry Crawford",9,"Interference call"
NYN197906260,06/26/1979, ,cottc101,"Chuck Cottier",NYN,C,crawj901,"Jerry Crawford",9,"Interference call"
SFN197906260,06/26/1979, ,madlb001,"Bill Madlock",SFN,P,"","",6,"Fighting"
CHN197906270,06/27/1979, ,krukm001,"Mike Krukow",CHN,P,davis901,"Satch Davidson",7,"Fighting"
CHN197906270,06/27/1979, ,sauck101,"Kevin Saucier",PHI,P,davis901,"Satch Davidson",7,"Fighting"
KCA197906290,06/29/1979, ,fregj101,"Jim Fregosi",CAL,M,garcr901,"Rich Garcia",10,"Warning to both teams"
PIT197906290,06/29/1979, ,scotr101,"Rodney Scott",MON,P,dalej901,"Jerry Dale",6,"Balls and strikes"
SFN197906300,06/30/1979, ,mcnaj801,"John McNamara",CIN,M,fiels901,"Steve Fields",7,"Interference call"
MIN197907010,07/01/1979, ,trous001,"Steve Trout",CHA,P,shulj901,"John Shulock",8,"Balls and strikes"
SLN197907012,07/01/1979,2,boyek101,"Ken Boyer",SLN,M,brocf901,"Fred Brocklander",8,"Balls and strikes"
DET197907020,07/02/1979, ,harrt001,"Toby Harrah",CLE,P,koscg901,"Greg Kosc",8,"Balls and strikes (Bumped umpire)"
SDN197907020,07/02/1979, ,crair101,"Roger Craig",SDN,M,palld901,"Dave Pallone",10,"Call at 1B"
ATL197907030,07/03/1979, ,nortb101,"Bill North",SFN,P,crawj901,"Jerry Crawford",9,"Called third strike"
BOS197907040,07/04/1979, ,portd001,"Darrell Porter",KCA,P,malog901,"George Maloney",8,"Balls and strikes"
CIN197907040,07/04/1979, ,knigr001,"Ray Knight",CIN,P,pryop901,"Paul Pryor",6,"Fighting"
CIN197907040,07/04/1979, ,cedec001,"Cesar Cedeno",HOU,P,pryop901,"Paul Pryor",6,"Fighting"
ATL197907050,07/05/1979, ,evand001,"Darrell Evans",SFN,P,crawj901,"Jerry Crawford",9,"Call at 3B"
DET197907050,07/05/1979, ,andes101,"Sparky Anderson",DET,M,lucir901,"Ron Luciano",2,"Insulting another umpire"
MIL197907061,07/06/1979,1,bambg101,"George Bamberger",MIL,M,neudj901,"Jerry Neudecker",8,"Call at 3B"
MIL197907061,07/06/1979,1,moned101,"Don Money",MIL,P,neudj901,"Jerry Neudecker",8,"Call at 3B"
SEA197907060,07/06/1979, ,hortw101,"Willie Horton",SEA,P,reilm901,"Mike Reilly",6,"Charging mound"
CIN197907070,07/07/1979, ,geroc101,"Cesar Geronimo",CIN,P,crawj901,"Jerry Crawford",7,"Balls and strikes"
CLE197907070,07/07/1979, ,torbj101,"Jeff Torborg",CLE,M,mccol901,"Larry McCoy",2,"Balls and strikes"
SEA197907070,07/07/1979, ,johnd106,"Darrell Johnson",SEA,M,pales901,"Steve Palermo",5,"Home run call"
CIN197907082,07/08/1979,2,knigr001,"Ray Knight",CIN,P,willc901,"Charlie Williams",2,"Call at HP"
KCA197907080,07/08/1979, ,patef101,"Freddie Patek",KCA,P,morrd901,"Dan Morrison",2,"Call at 1B"
DET197907100,07/10/1979, ,maucg101,"Gene Mauch",MIN,M,parkd901,"Dallas Parks",9,"Balls and strikes"
OAK197907100,07/10/1979, ,weave801,"Earl Weaver",BAL,M,garcr901,"Rich Garcia",8,"HBP call"
DET197907110,07/11/1979, ,andes101,"Sparky Anderson",DET,M,merrd901,"Durwood Merrill",6,"Called third strike"
SEA197907110,07/11/1979, ,martb105,"Billy Martin",NYA,M,bremn901,"Nick Bremigan",6,"Call at 1B"
PHI197907120,07/12/1979, ,ozard801,"Danny Ozark",PHI,M,crawj901,"Jerry Crawford",8,"Balk call"
CAL197907140,07/14/1979, ,munst101,"Thurman Munson",NYA,P,spenf901,"Fred Spenn",6,"Called third strike"
CIN197907150,07/15/1979, ,franh101,"Herman Franks",CHN,M,palld901,"Dave Pallone",8,"Balls and strikes (Bumped umpire)"
PIT197907192,07/19/1979,2,virdb101,"Bill Virdon",HOU,M,willc901,"Charlie Williams",3,"Interference non-call"
SDN197907200,07/20/1979, ,torrj101,"Joe Torre",NYN,M,quicj901,"Jim Quick",2,"Balls and strikes"
CLE197907210,07/21/1979, ,mclic101,"Cal McLish",MIL,C,garcr901,"Rich Garcia",6,"Balls and strikes"
CLE197907210,07/21/1979, ,gantj001,"Jim Gantner",MIL,P,morrd901,"Dan Morrison",8,"Call at 1B"
TEX197907220,07/22/1979, ,ciscg101,"Galen Cisco",KCA,C,phild901,"Dave Phillips",8,"Balls and strikes"
NYA197907230,07/23/1979, ,johnd106,"Darrell Johnson",SEA,M,deegb901,"Bill Deegan",5,"Obstruction non-call"
NYA197907240,07/24/1979, ,fregj101,"Jim Fregosi",CAL,M,barnl901,"Larry Barnett",9,"Balls and strikes"
SFN197907240,07/24/1979, ,altoj101,"Joe Altobelli",SFN,M,rennd901,"Dutch Rennert",6,"Call at HP"
HOU197907250,07/25/1979, ,martj001,"Jerry Martin",CHN,P,willb901,"Bill Williams",8,"Called third strike"
SLN197907250,07/25/1979, ,spikc101,"Charlie Spikes",ATL,P,crawj901,"Jerry Crawford",4,"Call at 1B"
MIL197907270,07/27/1979, ,jackr001,"Reggie Jackson",NYA,P,shulj901,"John Shulock",4,"Charging mound"
HOU197907280,07/28/1979, ,lasot101,"Tom Lasorda",LAN,M,grege901,"Eric Gregg",5,"Catch/trap call (Bumped umpire)"
HOU197907280,07/28/1979, ,cabee001,"Enos Cabell",HOU,P,grege901,"Eric Gregg",8,"Fighting"
HOU197907280,07/28/1979, ,bretk101,"Ken Brett",LAN,P,grege901,"Eric Gregg",8,"Fighting"
MIL197907290,07/29/1979, ,gantj001,"Jim Gantner",MIL,P,fordd901,"Dale Ford",7,"Fighting"
CIN197907300,07/30/1979, ,cey-r001,"Ron Cey",LAN,P,pryop901,"Paul Pryor",5,"Called third strike"
PIT197907300,07/30/1979, ,bibbj001,"Jim Bibby",PIT,P,pullf901,"Frank Pulli",5,"Balls and strikes"
HOU197908010,08/01/1979, ,altoj101,"Joe Altobelli",SFN,M,kiblj901,"John Kibler",1,"Catch/trap"
HOU197908010,08/01/1979, ,lemaj001,"Johnnie LeMaster",SFN,P,kiblj901,"John Kibler",1,"Catch/trap"
CIN197908040,08/04/1979, ,crair101,"Roger Craig",SDN,M,crawj901,"Jerry Crawford",4,"Appeal play"
NYA197908040,08/04/1979, ,murre001,"Eddie Murray",BAL,P,garcr901,"Rich Garcia",6,"Call at 1B"
NYA197908040,08/04/1979, ,robif103,"Frank Robinson",BAL,C,pales901,"Steve Palermo",6,"Call at 1B"
MIL197908052,08/05/1979,2,montb101,"Bob Montgomery",BOS,P,deegb901,"Bill Deegan",6,"Check swing"
TOR197908050,08/05/1979, ,garrr101,"Ralph Garr",CHA,P,goetr901,"Russ Goetz",4,"Bench jockeying"
BAL197908080,08/08/1979, ,weave801,"Earl Weaver",BAL,M,evanj901,"Jim Evans",4,"Balls and strikes"
PHI197908080,08/08/1979, ,willd104,"Dick Williams",MON,M,davis901,"Satch Davidson",9,"Balls and strikes"
BAL197908090,08/09/1979, ,garck001,"Kiko Garcia",BAL,P,evanj901,"Jim Evans",3,"Call at 3B (Threw helmet)"
TOR197908090,08/09/1979, ,hartr101,"Roy Hartsfield",TOR,M,kaisk901,"Ken Kaiser",-1,"Balls and strikes"
CHA197908121,08/12/1979,1,boser101,"Rick Bosetti",TOR,P,evanj901,"Jim Evans",2,"Called third strike"
TEX197908120,08/12/1979, ,ziskr101,"Richie Zisk",TEX,P,reilm901,"Mike Reilly",4,"Called third strike"
CHN197908140,08/14/1979, ,nortb101,"Bill North",SFN,P,tatat901,"Terry Tata",3,"Call at 2B"
NYA197908140,08/14/1979, ,corrp102,"Pat Corrales",TEX,M,spenf901,"Fred Spenn",5,"Length of mound meeting"
CIN197908150,08/15/1979, ,ozard801,"Danny Ozark",PHI,M,froeb901,"Bruce Froemming",2,"Call at 1B"
BAL197908160,08/16/1979, ,weave801,"Earl Weaver",BAL,M,pales901,"Steve Palermo",2,"Balk call (Bumped umpire)"
NYA197908160,08/16/1979, ,martb105,"Billy Martin",NYA,M,parkd901,"Dallas Parks",8,"Balls and strikes (Kicked dirt on HP)"
NYA197908160,08/16/1979, ,fowla101,"Art Fowler",NYA,C,parkd901,"Dallas Parks",9,"Balls and strikes"
CIN197908170,08/17/1979, ,mcnaj801,"John McNamara",CIN,M,monte901,"Ed Montague",6,"Balls and strikes"
BAL197908180,08/18/1979, ,weave801,"Earl Weaver",BAL,M,pales901,"Steve Palermo",6,"Balls and strikes"
CIN197908190,08/19/1979, ,hebnr001,"Richie Hebner",NYN,P,harrl901,"Lanny Harris",6,"Call at HP (Bumped umpire)"
MON197908190,08/19/1979, ,offir101,"Rowland Office",ATL,P,fiels901,"Steve Fields",8,"Balls and strikes"
PIT197908200,08/20/1979, ,lacyl001,"Lee Lacy",PIT,P,dalej901,"Jerry Dale",8,"Called third strike"
CAL197908210,08/21/1979, ,mccrt102,"Tommy McCraw",CLE,C,lucir901,"Ron Luciano",1,"Yelling at umpire for lack of hustle"
BAL197908230,08/23/1979, ,luccf801,"Frank Lucchesi",TEX,C,merrd901,"Durwood Merrill",6,"Coach's position on field"
SDN197908250,08/25/1979, ,tannc101,"Chuck Tanner",PIT,M,palld901,"Dave Pallone",12,"Balls and strikes"
SDN197908250,08/25/1979, ,madlb001,"Bill Madlock",PIT,P,palld901,"Dave Pallone",12,"Balls and strikes"
CHA197908261,08/26/1979,1,weave801,"Earl Weaver",BAL,M,lucir901,"Ron Luciano",5,"Called third strike"
CHA197908270,08/27/1979, ,larut101,"Tony LaRussa",CHA,M,kaisk901,"Ken Kaiser",7,"Call at HP"
NYN197908270,08/27/1979, ,flynd001,"Doug Flynn",NYN,P,dalej901,"Jerry Dale",9,"Call at 1B"
NYN197908270,08/27/1979, ,torrj101,"Joe Torre",NYN,M,dalej901,"Jerry Dale",9,"Call at 1B"
DET197908290,08/29/1979, ,gricb001,"Bobby Grich",CAL,P,bremn901,"Nick Bremigan",4,"Called third strike"
DET197908290,08/29/1979, ,carer001,"Rod Carew",CAL,P,bremn901,"Nick Bremigan",5,"Called third strike (Bumped umpire)"
BAL197908300,08/30/1979, ,riveb101,"Bombo Rivera",MIN,P,pales901,"Steve Palermo",5,"Called third strike"
TOR197908300,08/30/1979, ,pinsv101,"Vada Pinson",SEA,C,fordd901,"Dale Ford",6,"Call at 1B"
LAN197908310,08/31/1979, ,lasot101,"Tom Lasorda",LAN,M,mcshj901,"John McSherry",9,"Intentional HBP"
LAN197908310,08/31/1979, ,sutcr001,"Rick Sutcliffe",LAN,P,mcshj901,"John McSherry",9,"Intentional HBP"
BAL197909010,09/01/1979, ,singk001,"Ken Singleton",BAL,P,denkd901,"Don Denkinger",3,"Charging mound"
SFN197909020,09/02/1979, ,sadem101,"Mike Sadek",SFN,P,pullf901,"Frank Pulli",7,"Called third strike"
CAL197909050,09/05/1979, ,larut101,"Tony LaRussa",CHA,M,hendt901,"Ted Hendry",7,"Check swing"
SEA197909050,09/05/1979, ,corrp102,"Pat Corrales",TEX,M,neudj901,"Jerry Neudecker",4,"Call at 2B"
CAL197909060,09/06/1979, ,may-m001,"Milt May",CHA,P,barnl901,"Larry Barnett",6,"Balls and strikes"
CHN197909060,09/06/1979, ,vailm001,"Mike Vail",CHN,P,harrl901,"Lanny Harris",8,"Call at 1B"
CHN197909060,09/06/1979, ,franh101,"Herman Franks",CHN,M,harrl901,"Lanny Harris",8,"Call at 1B"
PHI197909062,09/06/1979,2,torrj101,"Joe Torre",NYN,M,palld901,"Dave Pallone",4,"Call at 2B"
SEA197909080,09/08/1979, ,johnd106,"Darrell Johnson",SEA,M,malog901,"George Maloney",4,"Call at 2B"
SEA197909080,09/08/1979, ,meyed001,"Dan Meyer",SEA,P,malog901,"George Maloney",4,"Call at 2B"
SEA197909090,09/09/1979, ,johnd106,"Darrell Johnson",SEA,M,malog901,"George Maloney",6,"Call at 1B"
KCA197909101,09/10/1979,1,herzw101,"Whitey Herzog",KCA,M,cousd901,"Derryl Cousins",5,"Interference non-call"
CHA197909120,09/12/1979, ,larut101,"Tony LaRussa",CHA,M,neudj901,"Jerry Neudecker",3,"Warning to both teams"
SFN197909130,09/13/1979, ,cox-b103,"Bobby Cox",ATL,M,monte901,"Ed Montague",3,"Balk call"
MIL197909140,09/14/1979, ,fordd001,"Dan Ford",CAL,P,goetr901,"Russ Goetz",7,"Charging mound"
MIL197909140,09/14/1979, ,sorel001,"Lary Sorensen",MIL,P,goetr901,"Russ Goetz",7,"Throwing at batter"
MIL197909140,09/14/1979, ,mclic101,"Cal McLish",MIL,C,goetr901,"Russ Goetz",9,"Bench jockeying"
OAK197909180,09/18/1979, ,heatm001,"Mike Heath",OAK,P,spenf901,"Fred Spenn",5,"Balls and strikes"
NYN197909192,09/19/1979,2,steaj001,"John Stearns",NYN,P,palld901,"Dave Pallone",5,"Call at HP"
NYN197909192,09/19/1979,2,cottc101,"Chuck Cottier",NYN,C,palld901,"Dave Pallone",5,"Call at HP"
NYN197909192,09/19/1979,2,torrj101,"Joe Torre",NYN,M,palld901,"Dave Pallone",5,"Call at HP"
OAK197909190,09/19/1979, ,grosw001,"Wayne Gross",OAK,P,barnl901,"Larry Barnett",3,"Call at 1B"
PHI197909200,09/20/1979, ,greed101,"Dallas Green",PHI,M,harvd901,"Doug Harvey",6,"Fair/foul call (Reversed; threw equipment)"
SDN197909210,09/21/1979, ,tenag101,"Gene Tenace",SDN,P,harrl901,"Lanny Harris",5,"Called third strike"
OAK197909220,09/22/1979, ,marsj101,"Jim Marshall",OAK,M,fordd901,"Dale Ford",8,"Balls and strikes"
BOS197909231,09/23/1979,1,remyj001,"Jerry Remy",BOS,P,voltv901,"Vic Voltaggio",8,"Call at 1B (from bench)"
CAL197909230,09/23/1979, ,ellij101,"John Ellis",TEX,P,phild901,"Dave Phillips",7,"Called third strike (Threw bat)"
PHI197909240,09/24/1979, ,brocl102,"Lou Brock",SLN,P,willb901,"Bill Williams",9,"Balls and strikes"
NYA197909270,09/27/1979, ,johnc001,"Cliff Johnson",CLE,P,sprim901,"Marty Springstead",9,"Call at 3B (Threw helmet)"
SFN197909280,09/28/1979, ,nortb101,"Bill North",SFN,P,olsea901,"Andy Olsen",6,"Fair/foul call"
CLE197909290,09/29/1979, ,may-l101,"Lee May",BAL,P,reilm901,"Mike Reilly",3,"Called third strike"
SFN197909290,09/29/1979, ,brisd801,"Dave Bristol",SFN,M,grege901,"Eric Gregg",7,"Balls and strikes (Threw equipment)"
MIN197909300,09/30/1979, ,thomg001,"Gorman Thomas",MIL,P,cousd901,"Derryl Cousins",8,"Called third strike"
SEA198004120,04/12/1980, ,johnd106,"Darrell Johnson",SEA,M,evanj901,"Jim Evans",5,"Fair/foul call"
TEX198004132,04/13/1980,2,gambo001,"Oscar Gamble",NYA,P,merrd901,"Durwood Merrill",6,"Called third strike"
BOS198004140,04/14/1980, ,zimmd101,"Don Zimmer",BOS,M,sprim901,"Marty Springstead",1,"Balls and strikes"
OAK198004140,04/14/1980, ,martb105,"Billy Martin",OAK,M,mccol901,"Larry McCoy",2,"Check swing"
BOS198004170,04/17/1980, ,summc001,"Champ Summers",DET,P,bremn901,"Nick Bremigan",10,"Called third strike"
SEA198004182,04/18/1980,2,johnd106,"Darrell Johnson",SEA,M,denkd901,"Don Denkinger",4,"Check swing"
CLE198004190,04/19/1980, ,kuipd001,"Duane Kuiper",CLE,P,hendt901,"Ted Hendry",8,"Charging mound after close pitch"
BAL198004200,04/20/1980, ,decid001,"Doug DeCinces",BAL,P,neudj901,"Jerry Neudecker",6,"Charging mound"
PIT198004200,04/20/1980, ,carbb101,"Bernie Carbo",SLN,P,westj901,"Joe West",2,"Attempted pickoff"
MIL198004210,04/21/1980, ,rodgb102,"Buck Rodgers",MIL,M,goetr901,"Russ Goetz",9,"Call at HP"
SEA198004230,04/23/1980, ,walll101,"Lee Walls",OAK,C,neudj901,"Jerry Neudecker",5,"Call at 1B"
DET198004250,04/25/1980, ,ecked001,"Dennis Eckersley",BOS,P,mckej901,"Jim McKean",5,"Balls and strikes"
ATL198004270,04/27/1980, ,cox-b103,"Bobby Cox",ATL,M,kiblj901,"John Kibler",6,"Call at 1B"
ATL198004270,04/27/1980, ,aarot101,"Tommie Aaron",ATL,C,kiblj901,"John Kibler",6,"Call at 1B"
CAL198004300,04/30/1980, ,grosw001,"Wayne Gross",OAK,P,neudj901,"Jerry Neudecker",7,"Call at 3B"
CAL198004300,04/30/1980, ,martb105,"Billy Martin",OAK,M,neudj901,"Jerry Neudecker",7,"Call at 3B"
SLN198004300,04/30/1980, ,boyek101,"Ken Boyer",SLN,M,froeb901,"Bruce Froemming",6,"Interference call"
PIT198005010,05/01/1980, ,madlb001,"Bill Madlock",PIT,P,crawj901,"Jerry Crawford",5,"Called third strike"
MON198005030,05/03/1980, ,willd104,"Dick Williams",MON,M,olsea901,"Andy Olsen",6,"Balls and strikes"
NYN198005030,05/03/1980, ,winfd001,"Dave Winfield",SDN,P,palld901,"Dave Pallone",9,"Call at 2B"
NYN198005042,05/04/1980,2,colej106,"Jerry Coleman",SDN,M,harrl901,"Lanny Harris",2,"Balk call (reversed)"
PHI198005040,05/04/1980, ,greed101,"Dallas Green",PHI,M,pryop901,"Paul Pryor",1,"Batting out of order call"
CHA198005050,05/05/1980, ,oglib001,"Ben Oglivie",MIL,P,evanj901,"Jim Evans",4,"Charging mound"
MIL198005090,05/09/1980, ,caldm001,"Mike Caldwell",MIL,P,denkd901,"Don Denkinger",6,"Check swing"
OAK198005100,05/10/1980, ,wooda001,"Al Woods",TOR,P,shulj901,"John Shulock",7,"Charging mound"
TEX198005110,05/11/1980, ,nordw101,"Wayne Nordhagen",CHA,P,garcr901,"Rich Garcia",4,"Called third strike"
TEX198005110,05/11/1980, ,larut101,"Tony LaRussa",CHA,M,garcr901,"Rich Garcia",7,"Called third strike"
ATL198005130,05/13/1980, ,bowal001,"Larry Bowa",PHI,P,fiels901,"Steve Fields",7,"Balls and strikes"
LAN198005140,05/14/1980, ,thomg101,"Gary Thomasson",LAN,P,davis901,"Satch Davidson",8,"Called third strike"
TOR198005150,05/15/1980, ,boser101,"Rick Bosetti",TOR,P,bremn901,"Nick Bremigan",3,"Balls and strikes"
KCA198005180,05/18/1980, ,connb101,"Bill Connors",KCA,C,hallb901,"Bill Haller",2,"Balls and strikes"
LAN198005190,05/19/1980, ,boyek101,"Ken Boyer",SLN,M,mcshj901,"John McSherry",3,"Call at 1B"
NYN198005200,05/20/1980, ,torrj101,"Joe Torre",NYN,M,palld901,"Dave Pallone",5,"Call at 2B (Appeal)"
DET198005210,05/21/1980, ,hebnr001,"Richie Hebner",DET,P,garcr901,"Rich Garcia",2,"Called third strike"
NYN198005220,05/22/1980, ,mazzl001,"Lee Mazzilli",NYN,P,palld901,"Dave Pallone",8,"Balls and strikes (Foul tip)"
PIT198005230,05/23/1980, ,brisd801,"Dave Bristol",SFN,M,dalej901,"Jerry Dale",10,"Claiming pitcher was throwing spitball"
CAL198005240,05/24/1980, ,freyj801,"Jim Frey",KCA,M,kaisk901,"Ken Kaiser",8,"Interference non-call"
CHN198005240,05/24/1980, ,forst001,"Terry Forster",LAN,P,colon901,"Nick Colosi",-1,"Bench jockeying"
MIL198005240,05/24/1980, ,lezcs001,"Sixto Lezcano",MIL,P,bremn901,"Nick Bremigan",2,"Called third strike"
OAK198005240,05/24/1980, ,corrp102,"Pat Corrales",TEX,M,malog901,"George Maloney",4,"Balls and strikes"
TOR198005240,05/24/1980, ,mattb101,"Bobby Mattick",TOR,M,koscg901,"Greg Kosc",7,"Call at 1B"
SEA198005250,05/25/1980, ,larut101,"Tony LaRussa",CHA,M,pales901,"Steve Palermo",7,"Fair/foul call"
BOS198005260,05/26/1980, ,evand002,"Dwight Evans",BOS,P,denkd901,"Don Denkinger",7,"Called third strike"
CAL198005260,05/26/1980, ,bellb001,"Buddy Bell",TEX,P,hallb901,"Bill Haller",6,"Charging mound"
CAL198005260,05/26/1980, ,babcb101,"Bob Babcock",TEX,P,hallb901,"Bill Haller",7,"Throwing behind batter"
CAL198005260,05/26/1980, ,kisob001,"Bruce Kison",CAL,P,hallb901,"Bill Haller",8,"Fighting"
CAL198005260,05/26/1980, ,grubj001,"Johnny Grubb",TEX,P,hallb901,"Bill Haller",8,"Fighting"
CIN198005262,05/26/1980,2,lasot101,"Tom Lasorda",LAN,M,froeb901,"Bruce Froemming",5,"Balls and strikes"
OAK198005260,05/26/1980, ,pattm101,"Marty Pattin",KCA,P,cousd901,"Derryl Cousins",6,"Balls and strikes"
PHI198005260,05/26/1980, ,starh101,"Herm Starrette",PHI,C,harvd901,"Doug Harvey",6,"Fighting"
PHI198005260,05/26/1980, ,lacyl001,"Lee Lacy",PIT,P,harvd901,"Doug Harvey",6,"Fighting"
PHI198005270,05/27/1980, ,candj001,"John Candelaria",PIT,P,olsea901,"Andy Olsen",9,"Bench jockeying"
BAL198005280,05/28/1980, ,duncd101,"Dave Duncan",CLE,C,hendt901,"Ted Hendry",1,"Balls and strikes"
MIN198005300,05/30/1980, ,ripkc801,"Cal Ripken",BAL,C,kunkb101,"Bill Kunkel",6,"Balk non-call"
